League , Years ,Round , Home Team , Away Team , HomeScore , Away Score , (no statistics in this season)  header
Premier League ,12/13 ,20 ,Fulham ,Swansea City ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,20 ,Manchester United ,West Bromwich Albion ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,20 ,Norwich City ,Manchester City ,3 ,4 , (no statistics in this season)  here must be value
Premier League ,12/13 ,20 ,Reading ,West Ham United ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,20 ,Stoke City ,Southampton ,3 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,20 ,Arsenal ,Newcastle United ,7 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,20 ,Everton ,Chelsea ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,20 ,Queens Park Rangers ,Liverpool ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,21 ,West Bromwich Albion ,Fulham ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,21 ,Manchester City ,Stoke City ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,21 ,Swansea City ,Aston Villa ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,21 ,Tottenham ,Reading ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,21 ,West Ham United ,Norwich City ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,21 ,Wigan Athletic ,Manchester United ,0 ,4 , (no statistics in this season)  here must be value
Premier League ,12/13 ,21 ,Southampton ,Arsenal ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,21 ,Chelsea ,Queens Park Rangers ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,21 ,Liverpool ,Sunderland ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,21 ,Newcastle United ,Everton ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,22 ,Queens Park Rangers ,Tottenham ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,22 ,Aston Villa ,Southampton ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,22 ,Everton ,Swansea City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,22 ,Fulham ,Wigan Athletic ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,22 ,Norwich City ,Newcastle United ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,22 ,Reading ,West Bromwich Albion ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,22 ,Stoke City ,Chelsea ,0 ,4 , (no statistics in this season)  here must be value
Premier League ,12/13 ,22 ,Sunderland ,West Ham United ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,22 ,Manchester United ,Liverpool ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,22 ,Arsenal ,Manchester City ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,23 ,Liverpool ,Norwich City ,5 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,23 ,Manchester City ,Fulham ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,23 ,Newcastle United ,Reading ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,23 ,Swansea City ,Stoke City ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,23 ,West Ham United ,Queens Park Rangers ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,23 ,Wigan Athletic ,Sunderland ,2 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,23 ,West Bromwich Albion ,Aston Villa ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,23 ,Chelsea ,Arsenal ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,23 ,Tottenham ,Manchester United ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,23 ,Southampton ,Everton ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,24 ,Aston Villa ,Newcastle United ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,24 ,Queens Park Rangers ,Manchester City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,24 ,Stoke City ,Wigan Athletic ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,24 ,Sunderland ,Swansea City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,24 ,Arsenal ,Liverpool ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,24 ,Everton ,West Bromwich Albion ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,24 ,Norwich City ,Tottenham ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,24 ,Fulham ,West Ham United ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,24 ,Manchester United ,Southampton ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,24 ,Reading ,Chelsea ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,25 ,Queens Park Rangers ,Norwich City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,25 ,Arsenal ,Stoke City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,25 ,Everton ,Aston Villa ,3 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,25 ,Newcastle United ,Chelsea ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,25 ,Reading ,Sunderland ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,25 ,West Ham United ,Swansea City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,25 ,Wigan Athletic ,Southampton ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,25 ,Fulham ,Manchester United ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,25 ,West Bromwich Albion ,Tottenham ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,25 ,Manchester City ,Liverpool ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,26 ,Tottenham ,Newcastle United ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,26 ,Chelsea ,Wigan Athletic ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,26 ,Norwich City ,Fulham ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,26 ,Stoke City ,Reading ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,26 ,Sunderland ,Arsenal ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,26 ,Swansea City ,Queens Park Rangers ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,26 ,Southampton ,Manchester City ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,26 ,Aston Villa ,West Ham United ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,26 ,Manchester United ,Everton ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,26 ,Liverpool ,West Bromwich Albion ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,27 ,Liverpool ,Swansea City ,5 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,27 ,Fulham ,Stoke City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,27 ,Arsenal ,Aston Villa ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,27 ,Norwich City ,Everton ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,27 ,Queens Park Rangers ,Manchester United ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,27 ,Reading ,Wigan Athletic ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,27 ,West Bromwich Albion ,Sunderland ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,27 ,Manchester City ,Chelsea ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,27 ,Newcastle United ,Southampton ,4 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,27 ,West Ham United ,Tottenham ,2 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,28 ,Chelsea ,West Bromwich Albion ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,28 ,Everton ,Reading ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,28 ,Manchester United ,Norwich City ,4 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,28 ,Southampton ,Queens Park Rangers ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,28 ,Stoke City ,West Ham United ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,28 ,Sunderland ,Fulham ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,28 ,Swansea City ,Newcastle United ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,28 ,Wigan Athletic ,Liverpool ,0 ,4 , (no statistics in this season)  here must be value
Premier League ,12/13 ,28 ,Tottenham ,Arsenal ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,28 ,Aston Villa ,Manchester City ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,29 ,West Ham United ,Manchester United ,null ,null , the game is cancaled 0  with id 2757184 at round 29
Premier League ,12/13 ,29 ,Arsenal ,Everton ,null ,null , the game is cancaled 1  with id 2757166 at round 29
Premier League ,12/13 ,29 ,Manchester City ,Wigan Athletic ,null ,null , the game is cancaled 2  with id 2757172 at round 29
Premier League ,12/13 ,29 ,Norwich City ,Southampton ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,29 ,Queens Park Rangers ,Sunderland ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,29 ,Reading ,Aston Villa ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,29 ,West Bromwich Albion ,Swansea City ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,29 ,Fulham ,Chelsea ,null ,null , the game is cancaled 7  with id 2757168 at round 29
Premier League ,12/13 ,29 ,Newcastle United ,Stoke City ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,29 ,Liverpool ,Tottenham ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,29 ,Arsenal ,Everton ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,29 ,Manchester City ,Wigan Athletic ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,29 ,West Ham United ,Manchester United ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,29 ,Fulham ,Chelsea ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,30 ,Everton ,Manchester City ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,30 ,Aston Villa ,Queens Park Rangers ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,30 ,Southampton ,Liverpool ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,30 ,Stoke City ,West Bromwich Albion ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,30 ,Swansea City ,Arsenal ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,30 ,Manchester United ,Reading ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,30 ,Sunderland ,Norwich City ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,30 ,Tottenham ,Fulham ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,30 ,Chelsea ,West Ham United ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,30 ,Wigan Athletic ,Newcastle United ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,31 ,Sunderland ,Manchester United ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,31 ,Arsenal ,Reading ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,31 ,Manchester City ,Newcastle United ,4 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,31 ,Southampton ,Chelsea ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,31 ,Swansea City ,Tottenham ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,31 ,West Ham United ,West Bromwich Albion ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,31 ,Wigan Athletic ,Norwich City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,31 ,Everton ,Stoke City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,31 ,Aston Villa ,Liverpool ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,31 ,Fulham ,Queens Park Rangers ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,32 ,Reading ,Southampton ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,32 ,Norwich City ,Swansea City ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,32 ,Stoke City ,Aston Villa ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,32 ,West Bromwich Albion ,Arsenal ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,32 ,Liverpool ,West Ham United ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,32 ,Tottenham ,Everton ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,32 ,Chelsea ,Sunderland ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,32 ,Newcastle United ,Fulham ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,32 ,Queens Park Rangers ,Wigan Athletic ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,32 ,Manchester United ,Manchester City ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,33 ,Arsenal ,Norwich City ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,33 ,Aston Villa ,Fulham ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,33 ,Everton ,Queens Park Rangers ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,33 ,Reading ,Liverpool ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,33 ,Southampton ,West Ham United ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,33 ,Newcastle United ,Sunderland ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,33 ,Stoke City ,Manchester United ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,33 ,Chelsea ,Tottenham ,null ,null , the game is cancaled 7  with id 2757258 at round 33
Premier League ,12/13 ,33 ,Manchester City ,West Bromwich Albion ,null ,null , the game is cancaled 8  with id 2757262 at round 33
Premier League ,12/13 ,33 ,Manchester City ,West Bromwich Albion ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,33 ,Wigan Athletic ,Swansea City ,2 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,33 ,Chelsea ,Tottenham ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,34 ,Fulham ,Arsenal ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,34 ,Norwich City ,Reading ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,34 ,Queens Park Rangers ,Stoke City ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,34 ,Sunderland ,Everton ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,34 ,Swansea City ,Southampton ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,34 ,West Bromwich Albion ,Newcastle United ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,34 ,West Ham United ,Wigan Athletic ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,34 ,Tottenham ,Manchester City ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,34 ,Liverpool ,Chelsea ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,34 ,Manchester United ,Aston Villa ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,35 ,Manchester City ,West Ham United ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,35 ,Everton ,Fulham ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,35 ,Southampton ,West Bromwich Albion ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,35 ,Stoke City ,Norwich City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,35 ,Wigan Athletic ,Tottenham ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,35 ,Newcastle United ,Liverpool ,0 ,6 , (no statistics in this season)  here must be value
Premier League ,12/13 ,35 ,Reading ,Queens Park Rangers ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,35 ,Chelsea ,Swansea City ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,35 ,Arsenal ,Manchester United ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,35 ,Aston Villa ,Sunderland ,6 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,36 ,Fulham ,Reading ,2 ,4 , (no statistics in this season)  here must be value
Premier League ,12/13 ,36 ,Norwich City ,Aston Villa ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,36 ,Swansea City ,Manchester City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,36 ,Tottenham ,Southampton ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,36 ,West Bromwich Albion ,Wigan Athletic ,2 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,36 ,West Ham United ,Newcastle United ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,36 ,Queens Park Rangers ,Arsenal ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,36 ,Liverpool ,Everton ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,36 ,Manchester United ,Chelsea ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,36 ,Sunderland ,Stoke City ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,37 ,Aston Villa ,Chelsea ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,37 ,Stoke City ,Tottenham ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,37 ,Everton ,West Ham United ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,37 ,Fulham ,Liverpool ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,37 ,Norwich City ,West Bromwich Albion ,4 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,37 ,Queens Park Rangers ,Newcastle United ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,37 ,Sunderland ,Southampton ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,37 ,Manchester United ,Swansea City ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,37 ,Arsenal ,Wigan Athletic ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,37 ,Reading ,Manchester City ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,38 ,Chelsea ,Everton ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,38 ,Liverpool ,Queens Park Rangers ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,38 ,Manchester City ,Norwich City ,2 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,38 ,Newcastle United ,Arsenal ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,38 ,Southampton ,Stoke City ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,38 ,Swansea City ,Fulham ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,38 ,Tottenham ,Sunderland ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,38 ,West Bromwich Albion ,Manchester United ,5 ,5 , (no statistics in this season)  here must be value
Premier League ,12/13 ,38 ,West Ham United ,Reading ,4 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,38 ,Wigan Athletic ,Aston Villa ,2 ,2 , (no statistics in this season)  here must be value
